"0804100039";"If You Survive: From Normandy to the Battle of the Bulge to the End of World War II, One American Officer's Riveting True Story";"George Wilson";"1987";"Ballantine Books";"http://images.amazon.com/images/P/0804100039.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804100039.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804100039.01.LZZZZZZZ.jpg"
"0440236304";"Currahee!:  A Screaming Eagle at Normandy";"Donald R. Burgett";"2000";"Dell Publishing Company";"http://images.amazon.com/images/P/0440236304.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440236304.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440236304.01.LZZZZZZZ.jpg"
"0060937114";"First Mothers: The Women Who Shaped the Presidents";"Bonnie Angelo";"2001";"Perennial";"http://images.amazon.com/images/P/0060937114.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060937114.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060937114.01.LZZZZZZZ.jpg"
"0060183527";"Our Kind of People: Inside America's Black Upper Class";"Lawrence Otis Graham";"1999";"HarperCollins Publishers";"http://images.amazon.com/images/P/0060183527.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060183527.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060183527.01.LZZZZZZZ.jpg"
"081288518X";"Queen of Ice, Queen of Shadows: The Unsuspected Life of Sonja Henie";"Raymond Strait";"1990";"Scarborough House Publishers";"http://images.amazon.com/images/P/081288518X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/081288518X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/081288518X.01.LZZZZZZZ.jpg"
"038549565X";"Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission";"HAMPTON SIDES";"2002";"Anchor";"http://images.amazon.com/images/P/038549565X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038549565X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038549565X.01.LZZZZZZZ.jpg"
"0743201981";"Always Faithful : A Memoir of the Marine Dogs of WWII";"William W. Putney";"2001";"Free Press";"http://images.amazon.com/images/P/0743201981.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743201981.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743201981.01.LZZZZZZZ.jpg"
"0767908244";"German Boy: A Child in War";"WOLFGANG SAMUEL";"2001";"Broadway";"http://images.amazon.com/images/P/0767908244.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0767908244.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0767908244.01.LZZZZZZZ.jpg"
"0515100072";"Crossed Swords";"Sean Flannery";"1989";"Jove Books";"http://images.amazon.com/images/P/0515100072.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0515100072.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0515100072.01.LZZZZZZZ.jpg"
"0553579606";"Ashes to Ashes";"TAMI HOAG";"2000";"Bantam";"http://images.amazon.com/images/P/0553579606.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg"
"0553282069";"Forbidden Land : A Novel of the First Americans (First Americans Saga)";"WILLIAM SARABANDE";"1989";"Bantam";"http://images.amazon.com/images/P/0553282069.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553282069.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553282069.01.LZZZZZZZ.jpg"
"0373201451";"Daddy Again (By Request) (Harlequin by Request)";"Dorothy Glenn";"1998";"Harlequin";"http://images.amazon.com/images/P/0373201451.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373201451.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373201451.01.LZZZZZZZ.jpg"
"0061013439";"The Run";"Stuart Woods";"2001";"HarperTorch";"http://images.amazon.com/images/P/0061013439.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061013439.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061013439.01.LZZZZZZZ.jpg"
"0553578901";"The Hostage Bride";"Jane Feather";"1998";"Bantam Books";"http://images.amazon.com/images/P/0553578901.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553578901.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553578901.01.LZZZZZZZ.jpg"
"0609609068";"The Book of Eleanor";"PAMELA KAUFMAN";"2002";"Crown";"http://images.amazon.com/images/P/0609609068.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0609609068.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0609609068.01.LZZZZZZZ.jpg"
"0805205454";"The Ladies of Seneca Falls: The Birth of the Woman's Rights Movement (Studies in the Life of Women)";"Miriam Gurko";"1976";"Pantheon Books";"http://images.amazon.com/images/P/0805205454.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0805205454.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0805205454.01.LZZZZZZZ.jpg"
"0425193896";"Cutwork";"Monica Ferris";"2004";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425193896.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425193896.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425193896.01.LZZZZZZZ.jpg"
"0345382846";"Here Be Dragons";"Sharon Kay Penman";"1993";"Ballantine Books";"http://images.amazon.com/images/P/0345382846.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345382846.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345382846.01.LZZZZZZZ.jpg"
"0312115067";"Judith Sargent Murray: A Brief Biography With Documents (The Bedford Series in History and Culture)";"Sheila L. Skemp";"1998";"Bedford/St. Martin's";"http://images.amazon.com/images/P/0312115067.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312115067.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312115067.01.LZZZZZZZ.jpg"
"0345413938";"Hunger Pains: The Modern Woman's Tragic Quest for Thinness";"Mary Pipher";"1997";"Ballantine Books";"http://images.amazon.com/images/P/0345413938.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345413938.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345413938.01.LZZZZZZZ.jpg"
"0060934239";"Daughters of Britannia : The Lives and Times of Diplomatic Wives";"Katie Hickman";"2002";"Perennial";"http://images.amazon.com/images/P/0060934239.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060934239.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060934239.01.LZZZZZZZ.jpg"
"006099486X";"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary";"Simon Winchester";"1999";"Perennial";"http://images.amazon.com/images/P/006099486X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006099486X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006099486X.01.LZZZZZZZ.jpg"
"0306809893";"The Sisters of Henry VIII: The Tumultuous Lives of Margaret of Scotland and Mary of France";"Maria Perry";"2000";"Da Capo Press";"http://images.amazon.com/images/P/0306809893.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0306809893.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0306809893.01.LZZZZZZZ.jpg"
"0060987383";"Royal Blood: Richard III and the Mystery of the Princes";"Bertram Fields";"2000";"Regan Books";"http://images.amazon.com/images/P/0060987383.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060987383.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060987383.01.LZZZZZZZ.jpg"
"0306811596";"A Delusion of Satan: The Full Story of the Salem Witch Trials";"Frances Hill";"2002";"DaCapo Press";"http://images.amazon.com/images/P/0306811596.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0306811596.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0306811596.01.LZZZZZZZ.jpg"
"1567310265";"Boost Your Brain Power : A Total Program to Strengthen and Expand Your Most Important Resource";"Ellen Michaud";"1997";"MJF Books";"http://images.amazon.com/images/P/1567310265.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1567310265.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1567310265.01.LZZZZZZZ.jpg"
"044652087X";"My Sergei: A Love Story";"Ekaterina Gordeeva";"1996";"Warner Books";"http://images.amazon.com/images/P/044652087X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044652087X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044652087X.01.LZZZZZZZ.jpg"
"0931580439";"How to Survive the Loss of a Love";"Peter McWilliams";"1993";"Prelude Press";"http://images.amazon.com/images/P/0931580439.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0931580439.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0931580439.01.LZZZZZZZ.jpg"
"0380709333";"The Art of Living Single";"Michael Broder";"1990";"Avon";"http://images.amazon.com/images/P/0380709333.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380709333.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380709333.01.LZZZZZZZ.jpg"
"0671769200";"If You Really Loved Me";"Ann Rule";"1992";"Pocket";"http://images.amazon.com/images/P/0671769200.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671769200.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671769200.01.LZZZZZZZ.jpg"
"0884042642";"Self Analysis";"L. Ron Hubbard";"1987";"Bridge Publications";"http://images.amazon.com/images/P/0884042642.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0884042642.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0884042642.01.LZZZZZZZ.jpg"
"0553067966";"The Simple Living Guide: A Sourcebook for Less Stressful, More Joyful Living";"Janet Luhrs";"1997";"Broadway Books";"http://images.amazon.com/images/P/0553067966.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553067966.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553067966.01.LZZZZZZZ.jpg"
"0440507294";"Real Moments";"Barbara De Angelis";"1995";"Dell Publishing Company";"http://images.amazon.com/images/P/0440507294.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440507294.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440507294.01.LZZZZZZZ.jpg"
"0671602705";"How To Run A Traditional Jewish Household";"Blu Greenberg";"1985";"Fireside";"http://images.amazon.com/images/P/0671602705.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671602705.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671602705.01.LZZZZZZZ.jpg"
"0439978238";"Viaduct Child";"Patrick Wood";"2003";"Scholastic Point";"http://images.amazon.com/images/P/0439978238.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0439978238.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0439978238.01.LZZZZZZZ.jpg"
"0425118703";"Midnight";"Dean R. Koontz";"1995";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425118703.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg"
"2070367622";"Paroles";"Jacques Prevert";"1989";"Distribooks";"http://images.amazon.com/images/P/2070367622.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2070367622.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2070367622.01.LZZZZZZZ.jpg"
"0571200435";"Buddha of Suburbia";"Hanif Kureishi";"2000";"Faber Paperbacks";"http://images.amazon.com/images/P/0571200435.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571200435.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571200435.01.LZZZZZZZ.jpg"
"0446604763";"Mayday";"Thomas Block";"1998";"Warner Books";"http://images.amazon.com/images/P/0446604763.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446604763.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446604763.01.LZZZZZZZ.jpg"
"0060516283";"Gallow's Thief";"Bernard Cornwell";"2003";"HarperTorch";"http://images.amazon.com/images/P/0060516283.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060516283.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060516283.01.LZZZZZZZ.jpg"
"1590210301";"Peacetalk 101";"Suzette Haden Elgin";"2003";"Lethe Press";"http://images.amazon.com/images/P/1590210301.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1590210301.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1590210301.01.LZZZZZZZ.jpg"
"1573245216";"The Giving Heart: Unlocking the Transformative Power of Generosity in Your Life";"M. J. Ryan";"2000";"Conari Press";"http://images.amazon.com/images/P/1573245216.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1573245216.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1573245216.01.LZZZZZZZ.jpg"
"1567313671";"Gratitude: Affirming the Good Things in Life";"Melody Beattie";"2000";"MJF Books";"http://images.amazon.com/images/P/1567313671.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1567313671.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1567313671.01.LZZZZZZZ.jpg"
"1878424424";"The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book";"Miguel Ruiz";"1999";"Amber-Allen Publishing";"http://images.amazon.com/images/P/1878424424.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1878424424.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1878424424.01.LZZZZZZZ.jpg"
"0553109839";"The Patient";"Michael Palmer";"2000";"Bantam Books";"http://images.amazon.com/images/P/0553109839.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553109839.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553109839.01.LZZZZZZZ.jpg"
"0140296409";"Disgrace";"J. M. Coetzee";"2000";"Penguin Books";"http://images.amazon.com/images/P/0140296409.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140296409.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140296409.01.LZZZZZZZ.jpg"
"0451192613";"Irresistible Impulse";"Robert K. Tanenbaum";"1998";"Signet Book";"http://images.amazon.com/images/P/0451192613.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451192613.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451192613.01.LZZZZZZZ.jpg"
"0451138481";"Life Penalty";"Joy Fielding";"1994";"Signet Book";"http://images.amazon.com/images/P/0451138481.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451138481.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451138481.01.LZZZZZZZ.jpg"
"0670891576";"In the Heart of the Sea: The Tragedy of the Whaleship Essex";"Nathaniel Philbrick";"2000";"Penguin Putnam";"http://images.amazon.com/images/P/0670891576.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670891576.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670891576.01.LZZZZZZZ.jpg"
